id,family,campaign,method,traj,step,moved,sign,status,run_status,file,fine_size_x,mass_scale,target_time_increment,scratch_time,scratch_depth,depth_mode,z_extraction,wallclock,KE_IE_steady_max,KE_IE_overall_max,AE_IE_final,E_ref,ETOTAL_drift,ALLIE_max,ALLPW,KE_final_over_IE_peak,F_n,F_t,SCOF_mean,SCOF_std,h_r,h_p,h_fp,parse_error,u_X,u_h,u_w,u_eps_c,u_beta,u_K,u_mu_eff,u_phi,g_X,g_h,g_w,g_eps_c,g_beta,g_K,g_mu_eff,g_phi,p_E,p_E_star,p_Q,p_X,p_alpha,p_attack_angle_deg,p_b,p_branch,p_dilation_angle,p_eps_c,p_eps_max,p_eps_soft,p_flow_stress_ratio,p_friction_angle,p_h,p_mu_eff,p_n_points,p_nu,p_p_ref_MPa,p_phi,p_post_yield_slope_ratio,p_rho,p_sigma_y0,p_soft_drop,p_tau0,p_w
00075,glassy_pc,CDP_drucker_prager_unified,morris,8,2,h,-1,OK,OK,Design_00075_Results.csv,0.01,5000.0,3.62976e-07,0.01,0.04,progressive,2.0,3628.0,0.0990852564269495,1.224704638319094,4.309017050852048,0.46971502900123596,3.182360160074655,0.3253224492073059,5.238184997659732,0.0011455340880100508,3.176050901412964,0.9990301132202148,0.22939425161256233,0.06390158750882993,0.023663049254301318,0.021217071147373034,0.04195263754149392,,0.3333333333,0,0,1,0,0.3333333333,0,0,20.51971136,0,-0.35,0.2,1,0.852,0.05,0,1506.768438,1777.059132,0,20.51971136,0,30,5,-1,0,0.2,2.5,0.2,0.852,1,0,0.05,60,0.39,140,0,0.05807129869,1.1e-09,50,17.5,7,-0.35
00076,glassy_pc,CDP_drucker_prager_unified,morris,8,3,K,1,OK,OK,Design_00076_Results.csv,0.01,5000.0,3.62976e-07,0.01,0.04,progressive,2.0,2804.0,0.09956173147517995,1.224704638319094,3.5820691675150966,0.46438780426979065,2.85304265540532,0.31942710280418396,5.223367983186531,0.001550343348317394,3.2139317989349365,0.9799613356590271,0.22559164724253486,0.062489960037165115,0.02336480098862858,0.02011893346607524,0.038123763140553206,,0.3333333333,0,0,1,0,1,0,0,20.51971136,0,-0.35,0.2,1,1,0.05,0,1506.768438,1777.059132,0,20.51971136,0,30,5,-1,0,0.2,2.5,0.2,1,1,0,0.05,60,0.39,140,0,0.05807129869,1.1e-09,50,17.5,7,-0.35
00077,glassy_pc,CDP_drucker_prager_unified,morris,8,4,phi,1,OK,OK,Design_00077_Results.csv,0.01,5000.0,3.62976e-07,0.01,0.04,progressive,2.0,3061.0,0.08805889798158383,1.290021072802206,3.171476895544223,0.4192585051059723,2.162145282254788,0.3108248710632324,5.229088577102855,0.0011199164545316386,3.3033976554870605,0.8976148962974548,0.19858326402518275,0.057941041205043134,0.023180652203769393,0.020473394424355914,0.03365619767358202,,0.3333333333,0,0,1,0,1,0,0.6666666667,20.51971136,0,-0.35,0.2,1,1,0.05,0.6333333333,1506.768438,1777.059132,0,20.51971136,0.03166666667,30,5,-1,0,0.2,2.5,0.2,1,1,0,0.05,60,0.39,140,0.6333333333,0.05807129869,1.1e-09,50,17.5,2.566666667,-0.35
00078,glassy_pc,CDP_drucker_prager_unified,morris,8,5,X,1,OK,OK,Design_00078_Results.csv,0.01,5000.0,2.1227e-07,0.01,0.04,progressive,2.0,5002.0,0.04880484464663848,0.6570806468738035,7.754790430511934,0.6388595700263977,2.144691728900659,0.5156658887863159,4.109514721804841,0.00031492918304606375,3.7491636276245117,1.2763179540634155,0.25685021882460196,0.06213393753352283,0.02890768616879037,0.027325483970842133,0.04874604309388877,,1,0,0,1,0,1,0,0.6666666667,60,0,-0.35,0.2,1,1,0.05,0.6333333333,4405.817639,5196.152423,0,60,0.03166666667,30,5,-1,0,0.2,2.5,0.2,1,1,0,0.05,60,0.39,140,0.6333333333,0.01986010479,1.1e-09,50,17.5,2.566666667,-0.35
00079,glassy_pc,CDP_drucker_prager_unified,morris,8,6,w,1,OK,OK,Design_00079_Results.csv,0.01,5000.0,2.1227e-07,0.01,0.04,progressive,2.0,4135.0,0.04206984513266834,0.6570806468738035,2.3932897389750147,0.8385520577430725,0.2509572490990377,0.695591151714325,3.7189312306745625,0.00031301793892629464,5.304960250854492,1.8025281429290771,0.2514919003435015,0.06388867163284491,0.027310401871792095,0.024692534351675254,0.036171770391145636,,1,0,0.6666666667,1,0,1,0,0.6666666667,60,0,0.1166666667,0.2,1,1,0.05,0.6333333333,4405.817639,5196.152423,5.833333333,60,0.03166666667,30,5,1,0,0.2,2.5,0.2,1,1,0,0.05,60,0.39,140,0.6333333333,0.00662003493,1.1e-09,50,0,2.566666667,0.1166666667
00080,glassy_pc,CDP_drucker_prager_unified,morris,8,7,beta,1,OK,OK,Design_00080_Results.csv,0.01,5000.0,2.1227e-07,0.01,0.04,progressive,2.0,3402.0,0.03191253025919621,0.6570806468738035,1.617166927072499,0.978417694568634,0.1631544079012496,0.8271174430847168,2.2404409804981684,0.00044051781789701083,6.8373565673828125,2.1948108673095703,0.23229472203802654,0.06471285860950719,0.025607310931545172,0.020234653405365642,0.027079341915811846,,1,0,0.6666666667,1,0.6666666667,1,0,0.6666666667,60,0,0.1166666667,0.2,23.66666667,1,0.05,0.6333333333,4405.817639,5196.152423,5.833333333,60,0.03166666667,30,5,1,0,0.2,2.5,0.2,1,23.66666667,0,0.05,60,0.39,140,0.6333333333,0.00662003493,1.1e-09,50,0,2.566666667,0.1166666667
00081,glassy_pc,CDP_drucker_prager_unified,morris,8,8,eps_c,-1,OK,OK,Design_00081_Results.csv,0.01,5000.0,2.1227e-07,0.01,0.04,progressive,2.0,3389.0,0.03102797478788766,0.6570806468738035,1.5759278714004712,0.9863136410713196,0.1540695757819096,0.8347027897834778,2.129329941380613,0.0005053564759842156,6.944672107696533,2.2218854427337646,0.2327045990871942,0.06338232595193924,0.02530547951837641,0.020043471449816275,0.027377609571742553,,1,0,0.6666666667,0.3333333333,0.6666666667,1,0,0.6666666667,60,0,0.1166666667,0.1,23.66666667,1,0.05,0.6333333333,4405.817639,5196.152423,5.833333333,60,0.03166666667,30,10,1,0,0.1,2.5,0.1,1,23.66666667,0,0.05,60,0.39,140,0.6333333333,0.01324006986,1.1e-09,50,0,2.566666667,0.1166666667
00082,glassy_pc,CDP_drucker_prager_unified,morris,9,0,,0,OK,OK,Design_00082_Results.csv,0.01,5000.0,2.1227e-07,0.01,0.04,progressive,2.0,4645.0,0.03325161246761367,0.647459638784527,2.6399761099693366,2.5017004013061523,0.35485915876433305,1.6670801639556885,3.3571869414075737,0.00031629689902104525,4.588290214538574,4.879836559295654,0.9228784850028917,0.09804325628057903,0.028646183893312097,0.019991160401689884,0.06095784501734877,,1,0.3333333333,1,1,0.3333333333,0.3333333333,1,0,60,0.15,0.35,0.2,12.33333333,0.852,0.45,0,4405.817639,5196.152423,17.5,60,0,30,5,1,0,0.2,2.5,0.2,0.852,12.33333333,0.15,0.45,60,0.39,140,0,0.01986010479,1.1e-09,50,0,63,0.35
00083,glassy_pc,CDP_drucker_prager_unified,morris,9,1,K,1,OK,OK,Design_00083_Results.csv,0.01,5000.0,2.1227e-07,0.01,0.04,progressive,2.0,5216.0,0.029496694526230514,0.647459638784527,2.4179951043780528,2.444748640060425,0.6623558978130917,1.5343728065490723,3.0387021298673234,0.0004919413565069848,4.8312578201293945,4.838018894195557,0.8781240721446025,0.08797697893109152,0.028292409933747466,0.0231293187815045,0.050934357071315155,,1,0.3333333333,1,1,0.3333333333,1,1,0,60,0.15,0.35,0.2,12.33333333,1,0.45,0,4405.817639,5196.152423,17.5,60,0,30,5,1,0,0.2,2.5,0.2,1,12.33333333,0.15,0.45,60,0.39,140,0,0.01986010479,1.1e-09,50,0,63,0.35
00084,glassy_pc,CDP_drucker_prager_unified,morris,9,2,X,-1,OK,OK,Design_00084_Results.csv,0.01,5000.0,3.62976e-07,0.01,0.04,progressive,2.0,2394.0,0.4390614744739712,8.572451595755586,1.2540053974517418,1.8834474086761475,0.6169442872313317,1.1245616674423218,3.065118167965041,0.0015615665079788859,4.291889667510986,4.085899353027344,0.8495198277096686,0.09172198293258664,0.021428364554870828,0.020898385404755873,0.04223681559585316,,0.3333333333,0.3333333333,1,1,0.3333333333,1,1,0,20.51971136,0.15,0.35,0.2,12.33333333,1,0.45,0,1506.768438,1777.059132,17.5,20.51971136,0,30,5,1,0,0.2,2.5,0.2,1,12.33333333,0.15,0.45,60,0.39,140,0,0.05807129869,1.1e-09,50,0,63,0.35
00085,glassy_pc,CDP_drucker_prager_unified,morris,9,3,mu_eff,-1,OK,OK,Design_00085_Results.csv,0.01,5000.0,3.62976e-07,0.01,0.04,progressive,2.0,2175.0,0.09784641371852826,1.2041146550303028,0.8387059785550842,0.8548210859298706,0.021174754652889604,0.4411686956882477,1.6909613839343924,0.002807881932734064,4.900745391845703,1.9618971347808838,0.3330048280533021,0.04006152916719799,0.016465709244292352,0.01280713081234093,0.018672449958164968,,0.3333333333,0.3333333333,1,1,0.3333333333,1,0.3333333333,0,20.51971136,0.15,0.35,0.2,12.33333333,1,0.1833333333,0,1506.768438,1777.059132,17.5,20.51971136,0,30,5,1,0,0.2,2.5,0.2,1,12.33333333,0.15,0.1833333333,60,0.39,140,0,0.05807129869,1.1e-09,50,0,25.66666667,0.35
00086,glassy_pc,CDP_drucker_prager_unified,morris,9,4,beta,1,OK,OK,Design_00086_Results.csv,0.01,5000.0,3.62976e-07,0.01,0.04,progressive,2.0,1772.0,0.10044600788076458,1.2041146550303028,0.8134587005381457,0.7183286547660828,0.1367785111547846,0.3325325846672058,2.0692753704812366,0.006944779514133016,5.486196994781494,1.6514196395874023,0.2526669929245064,0.024064409994001237,0.011302954315127388,0.0067096763970578245,0.00781170559022426,,0.3333333333,0.3333333333,1,1,1,1,0.3333333333,0,20.51971136,0.15,0.35,0.2,35,1,0.1833333333,0,1506.768438,1777.059132,17.5,20.51971136,0,30,5,1,0,0.2,2.5,0.2,1,35,0.15,0.1833333333,60,0.39,140,0,0.05807129869,1.1e-09,50,0,25.66666667,0.35
00087,glassy_pc,CDP_drucker_prager_unified,morris,9,5,h,1,OK,OK,Design_00087_Results.csv,0.01,5000.0,3.62976e-07,0.01,0.04,progressive,2.0,1938.0,0.09961194375484522,1.2041146550303028,0.7970628845544371,0.7148391008377075,0.13186092357131363,0.32968753576278687,2.0317703551902313,0.006849187129103782,5.541751861572266,1.640385389328003,0.25090063278644353,0.022456067890386202,0.011068703748109048,0.00642486078890908,0.007526392722391865,,0.3333333333,1,1,1,1,1,0.3333333333,0,20.51971136,0.45,0.35,0.2,35,1,0.1833333333,0,1506.768438,1777.059132,17.5,20.51971136,0,30,5,1,0,0.2,2.5,0.2,1,35,0.45,0.1833333333,60,0.39,140,0,0.05807129869,1.1e-09,50,0,25.66666667,0.35
00088,glassy_pc,CDP_drucker_prager_unified,morris,9,6,eps_c,-1,OK,OK,Design_00088_Results.csv,0.01,5000.0,3.62976e-07,0.01,0.04,progressive,2.0,1624.0,0.10409699118920947,1.2041146550303028,0.7488249355640691,0.6987167000770569,0.11607224887888877,0.3153515160083771,2.0281805477251864,0.006426669493527925,5.6721320152282715,1.60822331905365,0.2412728819679319,0.019916306265223442,0.010256831342264374,0.005767244102996581,0.006832982910048981,,0.3333333333,1,1,0.3333333333,1,1,0.3333333333,0,20.51971136,0.45,0.35,0.1,35,1,0.1833333333,0,1506.768438,1777.059132,17.5,20.51971136,0,30,10,1,0,0.1,2.5,0.1,1,35,0.45,0.1833333333,60,0.39,140,0,0.1161425974,1.1e-09,50,0,25.66666667,0.35
00089,glassy_pc,CDP_drucker_prager_unified,morris,9,7,w,-1,OK,OK,Design_00089_Results.csv,0.01,5000.0,3.62976e-07,0.01,0.04,progressive,2.0,1914.0,0.10429789384594557,1.2041146550303028,1.0041806372937012,0.7871482372283936,0.1573281430266309,0.3940888047218323,2.0770285085228437,0.005856468060658741,4.953043460845947,1.8425683975219727,0.29350591448403535,0.04350759153771645,0.014592440204458552,0.010280423143801374,0.013522139303091084,,0.3333333333,1,0.3333333333,0.3333333333,1,1,0.3333333333,0,20.51971136,0.45,-0.1166666667,0.1,35,1,0.1833333333,0,1506.768438,1777.059132,0,20.51971136,0,30,10,-1,0,0.1,2.5,0.1,1,35,0.45,0.1833333333,60,0.39,140,0,0.03871419913,1.1e-09,50,5.833333333,25.66666667,-0.1166666667
00090,glassy_pc,CDP_drucker_prager_unified,morris,9,8,phi,1,OK,OK,Design_00090_Results.csv,0.01,5000.0,3.62976e-07,0.01,0.04,progressive,2.0,1852.0,0.10671944334783938,1.2492459890110599,1.0699415988413945,0.8228747844696045,0.18897814668421709,0.4195079207420349,2.163988483108385,0.004881666926873355,4.911529064178467,1.9488190412521362,0.30433832550328743,0.058069643538030964,0.015062587103697643,0.011275335349217505,0.015004697688619987,,0.3333333333,1,0.3333333333,0.3333333333,1,1,0.3333333333,0.6666666667,20.51971136,0.45,-0.1166666667,0.1,35,1,0.1833333333,0.6333333333,1506.768438,1777.059132,0,20.51971136,0.1161111111,30,10,-1,0,0.1,2.5,0.1,1,35,0.45,0.1833333333,60,0.39,140,0.6333333333,0.03871419913,1.1e-09,50,5.833333333,9.411111111,-0.1166666667
00013,glassy_pc,CDP_drucker_prager_unified,morris,1,3,mu_eff,1,FAIL,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,no result file produced for this design point,0,0,0,0,0.3333333333,0.6666666667,0.6666666667,1,12,0,-0.35,0.05,12.33333333,0.926,0.3166666667,0.95,881.1635278,1039.230485,0,12,0.3008333333,30,20,-1,0,0.05,2.5,0.05,0.926,12.33333333,0,0.3166666667,60,0.39,140,0.95,0.3972020958,1.1e-09,50,17.5,2.216666667,-0.35
00016,glassy_pc,CDP_drucker_prager_unified,morris,1,6,phi,-1,FAIL,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,no result file produced for this design point,0,0,0,0,1,0,0.6666666667,0.3333333333,12,0,-0.35,0.05,35,0.778,0.3166666667,0.3166666667,881.1635278,1039.230485,0,12,0.1002777778,30,20,-1,0,0.05,2.5,0.05,0.778,35,0,0.3166666667,60,0.39,140,0.3166666667,0.3972020958,1.1e-09,50,17.5,30.29444444,-0.35
00017,glassy_pc,CDP_drucker_prager_unified,morris,1,7,eps_c,1,FAIL,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,no result file produced for this design point,0,0,0,0.6666666667,1,0,0.6666666667,0.3333333333,12,0,-0.35,0.15,35,0.778,0.3166666667,0.3166666667,881.1635278,1039.230485,0,12,0.1002777778,30,6.666666667,-1,0,0.15,2.5,0.15,0.778,35,0,0.3166666667,60,0.39,140,0.3166666667,0.1324006986,1.1e-09,50,17.5,30.29444444,-0.35
00028,glassy_pc,CDP_drucker_prager_unified,morris,3,0,,0,FAIL,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,no result file produced for this design point,1,0.3333333333,0,0,0,0.6666666667,1,0.3333333333,60,0.15,-0.35,0.05,1,0.926,0.45,0.3166666667,4405.817639,5196.152423,0,60,0.1425,30,20,-1,0,0.05,2.5,0.05,0.926,1,0.15,0.45,60,0.39,140,0.3166666667,0.07944041916,1.1e-09,50,17.5,43.05,-0.35
00029,glassy_pc,CDP_drucker_prager_unified,morris,3,1,K,-1,FAIL,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,no result file produced for this design point,1,0.3333333333,0,0,0,0,1,0.3333333333,60,0.15,-0.35,0.05,1,0.778,0.45,0.3166666667,4405.817639,5196.152423,0,60,0.1425,30,20,-1,0,0.05,2.5,0.05,0.778,1,0.15,0.45,60,0.39,140,0.3166666667,0.07944041916,1.1e-09,50,17.5,43.05,-0.35
00037,glassy_pc,CDP_drucker_prager_unified,morris,4,0,,0,FAIL,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,no result file produced for this design point,0,0.3333333333,0.6666666667,1,0,0,1,0.6666666667,12,0.15,0.1166666667,0.2,1,0.778,0.45,0.6333333333,881.1635278,1039.230485,5.833333333,12,0.285,30,5,1,0,0.2,2.5,0.2,0.778,1,0.15,0.45,60,0.39,140,0.6333333333,0.03310017465,1.1e-09,50,0,23.1,0.1166666667
00065,glassy_pc,CDP_drucker_prager_unified,morris,7,1,mu_eff,1,FAIL,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,no result file produced for this design point,0.3333333333,0,1,1,1,0,1,0.3333333333,20.51971136,0,0.35,0.2,35,0.778,0.45,0.3166666667,1506.768438,1777.059132,17.5,20.51971136,0.1425,30,5,1,0,0.2,2.5,0.2,0.778,35,0,0.45,60,0.39,140,0.3166666667,0.05807129869,1.1e-09,50,0,43.05,0.35
00067,glassy_pc,CDP_drucker_prager_unified,morris,7,3,beta,-1,FAIL,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,no result file produced for this design point,1,0,1,1,0.3333333333,0,1,0.3333333333,60,0,0.35,0.2,12.33333333,0.778,0.45,0.3166666667,4405.817639,5196.152423,17.5,60,0.1425,30,5,1,0,0.2,2.5,0.2,0.778,12.33333333,0,0.45,60,0.39,140,0.3166666667,0.01986010479,1.1e-09,50,0,43.05,0.35
00068,glassy_pc,CDP_drucker_prager_unified,morris,7,4,phi,1,FAIL,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,no result file produced for this design point,1,0,1,1,0.3333333333,0,1,1,60,0,0.35,0.2,12.33333333,0.778,0.45,0.95,4405.817639,5196.152423,17.5,60,0.4275,30,5,1,0,0.2,2.5,0.2,0.778,12.33333333,0,0.45,60,0.39,140,0.95,0.01986010479,1.1e-09,50,0,3.15,0.35
00069,glassy_pc,CDP_drucker_prager_unified,morris,7,5,eps_c,-1,FAIL,MISSING,,,,,,,,,,,,,,,,,,,,,,,,,no result file produced for this design point,1,0,1,0.3333333333,0.3333333333,0,1,1,60,0,0.35,0.1,12.33333333,0.778,0.45,0.95,4405.817639,5196.152423,17.5,60,0.4275,30,10,1,0,0.1,2.5,0.1,0.778,12.33333333,0,0.45,60,0.39,140,0.95,0.03972020958,1.1e-09,50,0,3.15,0.35
