file,z [mm],d_cmd [um],F_n [N],F_t [N],SCOF [-],w0 [um],w0_s [um],h_r [um],h_p [um],h_p_left [um],h_p_right [um],A_groove [um^2],A_pile [um^2],A_ratio [-],k_lateral [-],present
Design_00001_Results.csv,0.650358,6.50358,1.06673,0.36381,0.341064,68.8565,69.4907,-0.597364,0.0768451,0.0768451,0.0768451,30.8299,1.83981,0.0596762,0.680563,1
Design_00001_Results.csv,0.656325,6.56325,1.0804,0.368081,0.340697,69.4527,69.46,-0.614471,0.0821847,0.0821847,0.0821847,30.9981,2.1588,0.0696429,0.68338,1
Design_00001_Results.csv,0.662291,6.62291,1.094,0.37215,0.340184,69.1812,69.135,-0.633655,0.0870358,0.0870358,0.0870358,30.7094,2.4743,0.0805713,0.677687,1
Design_00001_Results.csv,0.668258,6.68258,1.10749,0.375897,0.339438,69.0498,69.437,-0.657279,0.091414,0.091414,0.091414,31.1135,2.78814,0.089612,0.673424,1
Design_00001_Results.csv,0.674224,6.74224,1.12098,0.379644,0.338692,70.0643,69.1154,-0.665896,0.099848,0.099848,0.099848,31.9736,3.06283,0.0957925,0.68034,1
Design_00001_Results.csv,0.680191,6.80191,1.13447,0.383421,0.337973,68.1664,68.6927,-0.666307,0.100848,0.100848,0.100848,31.0593,3.54252,0.114057,0.659051,1
Design_00001_Results.csv,0.686158,6.86158,1.14799,0.388117,0.338082,67.4905,68.5045,-0.657421,0.107004,0.107004,0.107004,29.9204,4.03766,0.134947,0.649722,1
Design_00001_Results.csv,0.692124,6.92124,1.1615,0.392814,0.338191,68.297,68.2408,-0.673734,0.111218,0.111218,0.111218,30.7338,4.27998,0.13926,0.654696,1
Design_00001_Results.csv,0.698091,6.98091,1.17502,0.39751,0.3383,69.0095,68.6072,-0.687252,0.115426,0.115426,0.115426,31.9086,4.65675,0.14594,0.658743,1
Design_00001_Results.csv,0.704057,7.04057,1.1905,0.402449,0.338061,69.6321,69.2425,-0.698396,0.121491,0.121491,0.121491,33.5119,5.12759,0.153008,0.661914,1
Design_00001_Results.csv,0.710024,7.10024,1.2069,0.407502,0.337659,70.0316,69.7399,-0.719728,0.126568,0.126568,0.126568,34.9002,5.53165,0.158499,0.662959,1
Design_00001_Results.csv,0.71599,7.1599,1.2233,0.412554,0.337257,70.2864,69.972,-0.747135,0.130936,0.130936,0.130936,35.3172,6.02603,0.170626,0.662643,1
Design_00001_Results.csv,0.721957,7.21957,1.23905,0.4176,0.337032,69.9378,70.0468,-0.789658,0.139381,0.139381,0.139381,36.7525,6.61611,0.180018,0.656676,1
Design_00001_Results.csv,0.727924,7.27924,1.25346,0.422633,0.337169,69.9316,70.1412,-0.820308,0.145794,0.145794,0.145794,37.6499,7.3189,0.194394,0.653971,1
Design_00001_Results.csv,0.73389,7.3389,1.26788,0.427666,0.337305,70.4089,70.337,-0.869596,0.153644,0.153644,0.153644,39.8074,7.86209,0.197504,0.655803,1
Design_00001_Results.csv,0.739857,7.39857,1.28229,0.432699,0.337442,71.0699,70.773,-0.907241,0.161078,0.161078,0.161078,41.8699,8.62016,0.20588,0.659335,1
Design_00001_Results.csv,0.745823,7.45823,1.29656,0.438121,0.337898,71.6817,71.2551,-0.934815,0.169239,0.169239,0.169239,43.7103,9.47759,0.216827,0.662396,1
Design_00001_Results.csv,0.75179,7.5179,1.31083,0.443553,0.338362,71.8598,71.3331,-0.961415,0.180956,0.180956,0.180956,45.2709,10.4704,0.231284,0.661451,1
Design_00001_Results.csv,0.757757,7.57757,1.3251,0.448984,0.338826,70.7209,71.427,-0.980777,0.192285,0.192285,0.192285,45.5008,11.5372,0.253561,0.648449,1
Design_00001_Results.csv,0.763723,7.63723,1.34057,0.45425,0.338853,71.4458,71.2128,-0.997554,0.201018,0.201018,0.201018,46.4239,12.3473,0.265969,0.652582,1
Design_00001_Results.csv,0.76969,7.6969,1.35677,0.459416,0.338617,70.8249,71.0475,-1.00107,0.21399,0.21399,0.21399,47.1468,13.5282,0.286939,0.644447,1
Design_00001_Results.csv,0.775656,7.75656,1.37297,0.464582,0.338382,71.1986,71.2129,-1.03552,0.227012,0.227012,0.227012,48.3797,14.5664,0.301085,0.6454,1
Design_00001_Results.csv,0.781623,7.81623,1.38923,0.469835,0.338198,71.3825,71.2251,-1.07712,0.241936,0.241936,0.241936,50.0652,15.719,0.313972,0.644641,1
Design_00001_Results.csv,0.787589,7.87589,1.40564,0.47532,0.338154,71.4943,71.3912,-1.1095,0.256615,0.256615,0.256615,51.7606,16.8717,0.325956,0.643249,1
Design_00001_Results.csv,0.793556,7.93556,1.42204,0.480806,0.338111,71.4895,71.2192,-1.12782,0.269136,0.269136,0.269136,52.4518,18.0708,0.344522,0.640833,1
Design_00001_Results.csv,0.799523,7.99523,1.43845,0.486292,0.338067,70.5108,71.1691,-1.13022,0.284194,0.284194,0.284194,52.3048,19.3373,0.369705,0.629744,1
Design_00001_Results.csv,0.805489,8.05489,1.45403,0.491153,0.337795,71.1821,71.266,-1.11511,0.302717,0.302717,0.302717,52.3447,20.8426,0.398179,0.633429,1
Design_00001_Results.csv,0.811456,8.11456,1.46953,0.495961,0.337504,71.8817,71.3869,-1.10654,0.317294,0.317294,0.317294,53.4505,21.9185,0.410071,0.637347,1
Design_00001_Results.csv,0.817422,8.17422,1.48504,0.500769,0.337212,71.973,71.7797,-1.12709,0.33297,0.33297,0.33297,54.7697,23.2359,0.424247,0.635872,1
Design_00001_Results.csv,0.823389,8.23389,1.50131,0.506029,0.33706,72.0822,72.2675,-1.15306,0.343609,0.343609,0.343609,55.9909,24.3048,0.434086,0.634574,1
Design_00001_Results.csv,0.829356,8.29356,1.51815,0.511634,0.337012,73.133,73.3912,-1.19413,0.352763,0.352763,0.352763,58.6746,25.3456,0.431969,0.641553,1
Design_00001_Results.csv,0.835322,8.35322,1.535,0.517239,0.336964,76.3765,73.9411,-1.26339,0.365062,0.365062,0.365062,62.7392,26.2196,0.417914,0.66766,1
Design_00001_Results.csv,0.841289,8.41289,1.5519,0.52298,0.336991,74.1725,74.3677,-1.30847,0.374695,0.374695,0.374695,63.4109,27.7247,0.437223,0.646139,1
Design_00001_Results.csv,0.847255,8.47255,1.56901,0.529216,0.337285,73.7887,74.581,-1.32325,0.393154,0.393154,0.393154,64.3094,29.1709,0.453602,0.640577,1
Design_00001_Results.csv,0.853222,8.53222,1.58611,0.535452,0.33758,73.9864,74.0355,-1.3329,0.401417,0.401417,0.401417,65.5505,30.3329,0.462741,0.640093,1
Design_00001_Results.csv,0.859189,8.59189,1.60322,0.541688,0.337875,74.1945,74.1087,-1.36162,0.414795,0.414795,0.414795,66.714,31.7901,0.476513,0.63971,1
Design_00001_Results.csv,0.865155,8.65155,1.62093,0.54768,0.337882,74.4651,74.4016,-1.41279,0.424784,0.424784,0.424784,68.9799,33.0388,0.478963,0.639873,1
Design_00001_Results.csv,0.871122,8.71122,1.63874,0.553634,0.337843,74.9604,74.4995,-1.46347,0.433223,0.433223,0.433223,71.511,34.1613,0.477707,0.641968,1
Design_00001_Results.csv,0.877088,8.77088,1.65655,0.559588,0.337804,74.3779,74.645,-1.45329,0.451183,0.451183,0.451183,71.7869,35.4297,0.49354,0.634858,1
