id,status,traj,step,moved,sign,file,error,z_extraction [mm],wallclock [s],KE_IE_steady_max [%],KE_IE_overall_max [%],AE_IE_final [%],E_ref [mJ],ETOTAL_drift [%],ALLIE_max [mJ],ALLPW [%],KE_final_over_IE_peak [%],F_n [N],F_t [N],F_fit_mode [-],F_fit_n [samples],F_fit_z [mm],SCOF_mean [-],SCOF_std [-],SCOF_n [samples],h_r [mm],h_p [mm],h_fp [mm],quality_flags,in_design,u_X,g_X,u_h,g_h,u_w,g_w,u_eps_c,g_eps_c,u_beta,g_beta,u_K,g_K,u_mu_eff,g_mu_eff,u_phi,g_phi
00034,SUSPECT,3,6,X,-1,Design_00034_Results.csv,,1.9212410501193318,2797.0,0.08811275594064848,1.2614739307548906,1.4490773456798773,0.8618592619895935,2.134722805396436,0.5230938792228699,2.1696141089389824,0.003646409480192433,4.820661582988059,2.1811651177220517,ramp_fit,21,2.0,0.36203528439156,0.06117170826292027,75,0.02862178304822833,0.012259080940466752,0.03402688606053073,ETOTAL_drift=2.13%>1; ALLPW=2.17%>2,1,0.3333333333,20.51971136,1.0,0.45,0.0,-0.35,0.6666666667,0.15,0.0,1.0,0.0,0.778,0.3333333333,0.1833333333,1.0,0.95
00035,SUSPECT,3,7,w,1,Design_00035_Results.csv,,1.9630071599045344,2050.0,0.08787380972529221,1.2614739307548906,0.7843616484690243,0.8759933710098267,2.216827693398889,0.5022287368774414,1.5459249906271666,0.003352831503910886,5.299650673226357,2.255472454673799,ramp_fit,21,2.0,0.332207948279971,0.058911956299449814,74,0.027470964451115434,0.009125196023725106,0.02297117242737213,ETOTAL_drift=2.22%>1,1,0.3333333333,20.51971136,1.0,0.45,0.6666666667,0.1166666667,0.6666666667,0.15,0.0,1.0,0.0,0.778,0.3333333333,0.1833333333,1.0,0.95
00036,SUSPECT,3,8,beta,1,Design_00036_Results.csv,,1.9152744630071599,1978.0,0.09396806381427901,1.2614739307548906,1.010654084023375,0.8693453073501587,2.111145240209009,0.4689694046974182,2.046311913986197,0.004576940299017422,5.525822292674668,2.2824767229360923,ramp_fit,21,2.0,0.3061980091737052,0.06162702018085661,74,0.02638468936047148,0.007748161508282808,0.018152050850769114,ETOTAL_drift=2.11%>1; ALLPW=2.05%>2,1,0.3333333333,20.51971136,1.0,0.45,0.6666666667,0.1166666667,0.6666666667,0.15,0.6666666667,23.66666667,0.0,0.778,0.3333333333,0.1833333333,1.0,0.95
00037,MISSING,4,0,,0,,no *_Results.csv for this design id,,,,,,,,,,,,,,,,,,,,,,,1,0.0,12.0,0.3333333333,0.15,0.6666666667,0.1166666667,1.0,0.2,0.0,1.0,0.0,0.778,1.0,0.45,0.6666666667,0.6333333333
00038,SUSPECT,4,1,h,1,Design_00038_Results.csv,,1.8794749403341289,1346.0,2.578150045632692,15.961670706006844,0.8984710281117924,1.3294473886489868,1.7468661369889098,0.6292267441749573,2.588102637117853,0.008399767255403881,4.33469387359949,3.4579343940272467,ramp_fit,21,2.0,0.7193722787662703,0.04679166777928333,71,0.022845323867955795,0.00398776606582551,0.029001800776074185,ETOTAL_drift=1.75%>1; ALLPW=2.59%>2,1,0.0,12.0,1.0,0.45,0.6666666667,0.1166666667,1.0,0.2,0.0,1.0,0.0,0.778,1.0,0.45,0.6666666667,0.6333333333
00039,SUSPECT,4,2,w,-1,Design_00039_Results.csv,,1.9212410501193318,1789.0,1.8926790512573546,15.961670706006844,1.5071783594819679,1.4911067485809326,1.2170644736629088,0.8254249691963196,3.4816286632646616,0.008287169045003467,4.166930951081312,3.8771229058633088,ramp_fit,21,2.0,0.8420386356013395,0.052452133259216764,69,0.02724165686162992,0.0017978589932744248,0.0473428236460669,ETOTAL_drift=1.22%>1; ALLPW=3.48%>2,1,0.0,12.0,1.0,0.45,0.0,-0.35,1.0,0.2,0.0,1.0,0.0,0.778,1.0,0.45,0.6666666667,0.6333333333
00040,SUSPECT,4,3,eps_c,-1,Design_00040_Results.csv,,1.8914081145584725,1720.0,0.9820404583668343,15.961670706006844,1.4457064638492798,1.4958299398422241,1.2322277115471267,0.8231377601623535,3.3696591095376602,0.0077929020451430525,4.0108355144401635,3.806836917802884,ramp_fit,21,2.0,0.8573230279402261,0.05351575870424531,69,0.027741560111692744,0.0030663197889417935,0.04832701409933063,ETOTAL_drift=1.23%>1; ALLPW=3.37%>2,1,0.0,12.0,1.0,0.45,0.0,-0.35,0.3333333333,0.1,0.0,1.0,0.0,0.778,1.0,0.45,0.6666666667,0.6333333333
00041,SUSPECT,4,4,phi,-1,Design_00041_Results.csv,,1.8436754176610979,1878.0,1.0692204631269733,15.961670706006844,1.5362424247513253,1.5874261856079102,1.1246374132491497,0.8908536434173584,3.6067856256724844,0.007572025491954594,4.143296638092434,4.067766692215229,ramp_fit,21,2.0,0.919241037429071,0.07066373430830725,70,0.026308525475213243,0.0028489264827693873,0.04999901498752626,ETOTAL_drift=1.12%>1; ALLPW=3.61%>2,1,0.0,12.0,1.0,0.45,0.0,-0.35,0.3333333333,0.1,0.0,1.0,0.0,0.778,1.0,0.45,0.0,0.0
00042,SUSPECT,4,5,K,1,Design_00042_Results.csv,,1.945107398568019,1847.0,1.4084498424985947,15.961670706006844,1.4407242229160973,1.4698467254638672,1.7332952843531306,0.7548991441726685,3.7803534851023133,0.007958555843839019,3.7036620373333666,3.6167214112880397,ramp_fit,21,2.0,0.8854212089894107,0.0776660848929138,68,0.028793463565001367,0.008184393592143903,0.039825352008470614,ETOTAL_drift=1.73%>1; ALLPW=3.78%>2,1,0.0,12.0,1.0,0.45,0.0,-0.35,0.3333333333,0.1,0.0,1.0,0.6666666667,0.926,1.0,0.45,0.0,0.0
00043,SUSPECT,4,6,mu_eff,-1,Design_00043_Results.csv,,1.9212410501193318,2309.0,0.1694584297208817,10.762982621722337,1.091090396873368,0.7968182563781738,2.893324762572417,0.3865092694759369,1.5299535463951086,0.0039367843533701,3.616542873960551,1.933640534743601,ramp_fit,21,2.0,0.49684986804336123,0.01790178537742167,72,0.025496010563441918,0.008633710540855013,0.02576582978081201,ETOTAL_drift=2.89%>1,1,0.0,12.0,1.0,0.45,0.0,-0.35,0.3333333333,0.1,0.0,1.0,0.6666666667,0.926,0.3333333333,0.1833333333,0.0,0.0
00044,SUSPECT,4,7,X,1,Design_00044_Results.csv,,1.9510739856801909,3213.0,0.07308364243805905,0.8822923782397885,1.8895755404260088,1.2788516283035278,1.8103452237286168,0.7662120461463928,2.0176254056638907,0.0019407625712866265,5.582021048574735,2.9619682960179965,ramp_fit,21,2.0,0.4931838994347086,0.024597560904914377,74,0.03197859544839973,0.01623699702752643,0.03954256817889296,ETOTAL_drift=1.81%>1; ALLPW=2.02%>2,1,0.6666666667,35.08821286,1.0,0.45,0.0,-0.35,0.3333333333,0.1,0.0,1.0,0.6666666667,0.926,0.3333333333,0.1833333333,0.0,0.0
